order_id,customer_id,restaurant_id,order_timestamp,order_status,subtotal,discount_amount,delivery_fee,tax_amount,total_amount,payment_method,delivery_address,estimated_delivery_time,actual_delivery_time,cancellation_reason,delivery_address_norm
161,89,42,2025-02-28T12:24:12,delivered,726.42,0.0,47.27,36.32,810.01,card,Nelsonville,2025-02-28T12:58:12,2025-02-28T12:53:12,,nelsonville
162,12,37,2026-03-18T20:34:38,delivered,553.61,0.0,34.52,27.68,615.81,upi,Johnfurt,2026-03-18T21:18:38,2026-03-18T20:57:38,,johnfurt
163,1,9,2026-08-26T13:46:02,cancelled,128.67,0.0,57.85,6.43,192.95,cash,Lisatown,2026-08-26T14:19:02,2026-08-26T14:03:02,customer_request,lisatown
164,100,26,2026-05-22T14:02:29,delivered,1226.96,0.0,32.84,61.35,1321.15,upi,Garciafort,2026-05-22T14:45:29,2026-05-22T15:07:29,,garciafort
165,21,35,2026-07-19T12:46:51,delivered,168.71,0.0,55.0,8.44,232.15,card,Stephaniemouth,2026-07-19T13:25:51,2026-07-19T13:26:51,,stephaniemouth
166,96,33,2025-10-18T12:33:02,delivered,994.5,0.0,28.0,49.73,1072.23,card,East Williamport,2025-10-18T13:12:02,2025-10-18T13:11:02,,east williamport
167,3,23,2025-02-11T13:25:16,delivered,791.61,0.0,33.66,39.58,864.85,cash,Veronicaside,2025-02-11T14:10:16,2025-02-11T13:56:16,,veronicaside
168,25,1,2025-06-19T20:23:22,delivered,287.39,0.0,33.58,14.37,335.34,cash,Port Anthonybury,2025-06-19T21:16:22,,,port anthonybury
169,44,47,2026-05-03T18:47:03,delivered,463.96,0.0,44.74,23.2,531.9,card,Baileyport,2026-05-03T19:18:03,2026-05-03T19:13:03,,baileyport
170,97,22,2024-11-27T20:46:09,delivered,769.27,0.0,44.81,38.46,852.54,cash,West Shellyfurt,2024-11-27T21:29:09,,,west shellyfurt
171,91,10,2026-08-07T20:18:55,delivered,708.38,0.0,45.8,35.42,789.6,upi,Hannahport,2026-08-07T21:06:55,2026-08-07T21:03:55,,hannahport
172,78,38,2025-09-05T13:43:22,delivered,57.66,0.0,35.43,2.88,95.97,cash,Montgomerytown,2025-09-05T14:04:22,2025-09-05T14:20:22,,montgomerytown
173,62,47,2025-07-31T13:33:43,delivered,470.26,0.0,48.14,23.51,541.91,card,Ortizmouth,2025-07-31T14:04:43,2025-07-31T13:51:43,,ortizmouth
174,95,22,2024-09-03T20:57:33,delivered,315.34,0.0,37.23,15.77,368.34,card,Ericborough,2024-09-03T21:40:33,2024-09-03T21:35:33,,ericborough
175,85,50,2025-10-20T11:28:47,delivered,527.51,0.0,39.23,26.38,593.12,upi,Salaston,2025-10-20T12:11:47,2025-10-20T12:10:47,,salaston
176,24,41,2025-04-25T13:08:32,delivered,442.28,0.0,20.0,22.11,484.39,card,South Brittanytown,2025-04-25T13:40:32,2025-04-25T13:41:32,,south brittanytown
177,12,12,2026-02-26T21:59:28,delivered,1074.8,0.0,45.56,53.74,1174.1,card,Johnfurt,2026-02-26T22:34:28,2026-02-26T22:42:28,,johnfurt
178,1,47,2025-05-21T12:29:52,delivered,607.05,0.0,45.42,30.35,682.82,card,Lisatown,2025-05-21T13:00:52,2025-05-21T13:17:52,,lisatown
179,78,3,2025-10-29T19:39:58,delivered,520.15,0.0,29.62,26.01,575.78,cash,Montgomerytown,2025-10-29T19:59:58,2025-10-29T19:58:58,,montgomerytown
180,63,45,2025-05-18T18:05:16,delivered,167.15,0.0,56.31,8.36,231.82,cash,Lisahaven,2025-05-18T18:25:16,2025-05-18T18:14:16,,lisahaven
181,85,22,2026-07-13T21:49:10,delivered,486.05,0.0,61.14,24.3,571.49,card,Salaston,2026-07-13T22:32:10,2026-07-13T22:24:10,,salaston
182,40,27,2025-12-10T11:00:29,delivered,379.36,0.0,39.29,18.97,437.62,cash,New Patrick,2025-12-10T11:48:29,2025-12-10T11:46:29,,new patrick
183,76,30,2026-02-18T21:09:03,cancelled,570.27,0.0,28.56,28.51,627.34,cash,South Stevenhaven,2026-02-18T21:59:03,2026-02-18T22:10:03,customer_request,south stevenhaven
184,29,24,2026-07-21T18:05:49,delivered,1447.62,0.0,28.37,72.38,1548.37,card,Freemanbury,2026-07-21T18:28:49,2026-07-21T18:34:49,,freemanbury
185,89,26,2024-09-02T18:18:27,delivered,511.8,0.0,32.77,25.59,570.16,cash,Nelsonville,2024-09-02T19:01:27,2024-09-02T18:59:27,,nelsonville
186,69,13,2026-04-28T13:47:54,delivered,198.4,0.0,26.14,9.92,234.46,upi,Kristinastad,2026-04-28T14:34:54,2026-04-28T14:44:54,,kristinastad
187,70,21,2025-09-19T14:21:25,delivered,1027.92,0.0,56.03,51.4,1135.35,upi,West Jamesborough,2025-09-19T15:05:25,2025-09-19T14:54:25,,west jamesborough
188,93,17,2025-03-11T20:19:36,cancelled,577.46,0.0,41.35,28.87,647.68,cash,South Jonathantown,2025-03-11T20:59:36,2025-03-11T20:56:36,restaurant_unavailable,south jonathantown
189,76,45,2025-10-15T19:45:54,delivered,312.11,0.0,51.25,15.61,378.97,card,South Stevenhaven,2025-10-15T20:05:54,2025-10-15T20:16:54,,south stevenhaven
190,94,18,2026-02-13T13:21:59,delivered,333.88,0.0,56.34,16.69,406.91,upi,Millerside,2026-02-13T13:48:59,2026-02-13T13:44:59,,millerside
191,33,15,2024-09-22T13:54:38,delivered,206.98,0.0,47.95,10.35,265.28,card,Torreston,2024-09-22T14:31:38,2024-09-22T14:23:38,,torreston
192,1,5,2026-03-27T12:10:17,delivered,441.04,0.0,57.85,22.05,520.94,card,Lisatown,2026-03-27T12:30:17,2026-03-27T12:12:17,,lisatown
193,7,18,2024-10-04T14:03:06,delivered,1014.25,0.0,53.45,50.71,1118.41,cash,Samuelhaven,2024-10-04T14:30:06,2024-10-04T14:36:06,,samuelhaven
194,46,17,2024-09-10T20:29:06,pending,558.86,0.0,66.03,27.94,652.83,upi,Coffeyside,2024-09-10T21:09:06,2024-09-10T21:29:06,,coffeyside
195,34,47,2025-04-27T21:07:22,delivered,231.98,0.0,46.64,11.6,290.22,upi,Jasminemouth,2025-04-27T21:38:22,2025-04-27T21:32:22,,jasminemouth
196,61,13,2025-12-20T19:35:10,delivered,962.31,0.0,52.41,48.12,1062.84,upi,West Cassidy,2025-12-20T20:22:10,2025-12-20T20:29:10,,west cassidy
197,11,15,2026-02-27T20:19:25,delivered,187.27,0.0,42.86,9.36,239.49,upi,Shawhaven,2026-02-27T20:56:25,2026-02-27T20:47:25,,shawhaven
198,81,44,2025-01-12T11:28:12,cancelled,233.63,0.0,48.24,11.68,293.55,upi,South Dennisview,2025-01-12T12:06:12,2025-01-12T12:17:12,restaurant_unavailable,south dennisview
199,65,50,2025-08-13T12:57:35,delivered,275.34,36.9,23.47,13.77,275.68,upi,Shawchester,2025-08-13T13:40:35,2025-08-13T13:49:35,,shawchester
200,84,29,2025-07-29T18:53:59,delivered,466.29,0.0,34.06,23.31,523.66,cash,Lake Brett,2025-07-29T19:23:59,2025-07-29T19:14:59,,lake brett
201,41,47,2024-12-16T18:59:27,delivered,639.83,0.0,49.28,31.99,721.1,upi,North Terrance,2024-12-16T19:30:27,2024-12-16T19:37:27,,north terrance
202,34,14,2025-08-14T21:07:37,delivered,187.14,0.0,42.19,9.36,238.69,card,Jasminemouth,2025-08-14T21:42:37,2025-08-14T21:46:37,,jasminemouth
203,1,44,2024-11-16T19:34:51,delivered,1284.4,0.0,58.6,64.22,1407.22,cash,Lisatown,2024-11-16T20:12:51,2024-11-16T20:10:51,,lisatown
204,6,24,2025-01-17T13:03:42,delivered,409.76,0.0,52.17,20.49,482.42,upi,West Natashaport,2025-01-17T13:26:42,2025-01-17T13:30:42,,west natashaport
205,42,20,2025-05-26T12:23:51,delivered,204.98,0.0,56.6,10.25,271.83,card,Goodville,2025-05-26T12:53:51,2025-05-26T12:59:51,,goodville
206,39,39,2024-11-12T19:10:13,delivered,928.24,0.0,56.72,46.41,1031.37,card,Port Chad,2024-11-12T19:48:13,2024-11-12T19:53:13,,port chad
207,98,11,2025-07-31T11:43:20,delivered,661.4,124.12,31.39,33.07,601.74,cash,South John,2025-07-31T12:41:20,2025-07-31T12:44:20,,south john
208,86,7,2025-01-01T12:49:12,delivered,709.79,0.0,52.23,35.49,797.51,card,Lake Janet,2025-01-01T13:11:12,2025-01-01T13:15:12,,lake janet
209,75,5,2026-01-16T19:38:40,delivered,557.72,0.0,52.82,27.89,638.43,cash,East Laurabury,2026-01-16T19:58:40,2026-01-16T19:49:40,,east laurabury
210,34,24,2025-06-15T14:44:57,delivered,494.46,0.0,28.44,24.72,547.62,card,Jasminemouth,2025-06-15T15:07:57,2025-06-15T15:10:57,,jasminemouth
211,14,17,2026-04-01T21:34:49,delivered,623.35,0.0,44.28,31.17,698.8,upi,Jamesview,2026-04-01T22:14:49,2026-04-01T22:25:49,,jamesview
212,49,32,2025-01-15T13:00:32,delivered,580.29,0.0,26.87,29.01,636.17,upi,East Kristin,2025-01-15T13:42:32,2025-01-15T13:54:32,,east kristin
213,80,36,2025-10-20T18:25:03,delivered,1286.21,0.0,20.69,64.31,1371.21,card,Ferrellmouth,2025-10-20T19:18:03,2025-10-20T19:22:03,,ferrellmouth
214,35,41,2025-06-04T20:47:12,delivered,133.71,0.0,31.5,6.69,171.9,cash,Barkerfurt,2025-06-04T21:19:12,2025-06-04T21:34:12,,barkerfurt
215,86,40,2026-07-14T12:25:07,delivered,554.62,0.0,34.17,27.73,616.52,cash,Lake Janet,2026-07-14T13:14:07,2026-07-14T13:16:07,,lake janet
216,24,24,2024-10-31T14:08:00,delivered,487.59,46.86,55.76,24.38,520.87,card,South Brittanytown,2024-10-31T14:31:00,2024-10-31T14:26:00,,south brittanytown
217,74,20,2025-07-11T21:20:07,pending,409.96,0.0,35.86,20.5,466.32,card,Heatherfort,2025-07-11T21:50:07,2025-07-11T21:49:07,,heatherfort
218,95,10,2026-07-16T21:08:06,delivered,337.44,0.0,49.66,16.87,403.97,upi,Ericborough,2026-07-16T21:56:06,2026-07-16T22:00:06,,ericborough
219,33,31,2026-04-02T14:40:17,delivered,655.2,0.0,42.96,32.76,730.92,card,Torreston,2026-04-02T15:14:17,2026-04-02T15:18:17,,torreston
220,33,40,2024-12-01T21:23:55,delivered,1545.01,0.0,43.69,77.25,1665.95,card,Torreston,2024-12-01T22:12:55,2024-12-01T22:20:55,,torreston
221,75,18,2025-05-19T13:02:06,delivered,1680.21,0.0,48.76,84.01,1812.98,upi,East Laurabury,2025-05-19T13:29:06,2025-05-19T13:16:06,,east laurabury
222,92,26,2025-06-06T11:09:13,delivered,558.81,0.0,26.99,27.94,613.74,cash,Port Amyhaven,2025-06-06T11:52:13,2025-06-06T11:40:13,,port amyhaven
223,60,5,2024-12-16T13:10:50,delivered,200.86,0.0,32.18,10.04,243.08,card,South Carlos,2024-12-16T13:30:50,2024-12-16T13:32:50,,south carlos
224,12,16,2025-09-25T19:27:37,delivered,1453.0,0.0,39.82,72.65,1565.47,upi,Johnfurt,2025-09-25T19:58:37,2025-09-25T20:26:37,,johnfurt
225,11,26,2024-09-16T18:46:26,pending,407.24,0.0,40.05,20.36,467.65,upi,Shawhaven,2024-09-16T19:29:26,2024-09-16T19:36:26,,shawhaven
226,28,1,2025-08-12T14:40:29,delivered,1386.52,0.0,44.77,69.33,1500.62,upi,West Nicolebury,2025-08-12T15:33:29,2025-08-12T15:52:29,,west nicolebury
227,12,13,2025-08-17T14:29:39,delivered,252.89,0.0,46.02,12.64,311.55,cash,Johnfurt,2025-08-17T15:16:39,2025-08-17T15:08:39,,johnfurt
228,70,4,2025-10-02T13:22:57,delivered,361.42,0.0,34.68,18.07,414.17,card,West Jamesborough,2025-10-02T14:13:57,2025-10-02T14:32:57,,west jamesborough
229,68,44,2026-02-15T21:57:56,delivered,619.77,0.0,38.58,30.99,689.34,card,New Michaelshire,2026-02-15T22:35:56,2026-02-15T22:41:56,,new michaelshire
230,74,5,2024-11-04T18:01:18,delivered,539.64,0.0,33.2,26.98,599.82,upi,Heatherfort,2024-11-04T18:21:18,2024-11-04T18:21:18,,heatherfort
231,96,22,2026-01-06T13:30:23,delivered,207.76,0.0,56.04,10.39,274.19,card,East Williamport,2026-01-06T14:13:23,2026-01-06T14:01:23,,east williamport
232,81,19,2026-07-15T11:20:36,pending,684.88,0.0,23.03,34.24,742.15,card,South Dennisview,2026-07-15T12:06:36,2026-07-15T12:08:36,,south dennisview
233,97,16,2026-08-22T18:47:34,pending,511.68,0.0,48.74,25.58,586.0,upi,West Shellyfurt,2026-08-22T19:18:34,2026-08-22T19:09:34,,west shellyfurt
234,59,18,2025-02-08T11:07:19,delivered,304.92,0.0,42.31,15.25,362.48,upi,Port Michael,2025-02-08T11:34:19,2025-02-08T11:36:19,,port michael
235,81,33,2025-07-19T20:12:31,delivered,256.94,0.0,71.82,12.85,341.61,card,South Dennisview,2025-07-19T20:51:31,2025-07-19T20:57:31,,south dennisview
236,32,21,2025-06-27T20:51:28,delivered,164.64,0.0,39.9,8.23,212.77,upi,Wilsonland,2025-06-27T21:35:28,2025-06-27T21:45:28,,wilsonland
237,25,16,2025-07-03T21:40:58,delivered,260.04,0.0,48.44,13.0,321.48,upi,Port Anthonybury,2025-07-03T22:11:58,2025-07-03T22:23:58,,port anthonybury
238,2,49,2026-08-24T21:09:16,cancelled,652.47,0.0,46.61,32.62,731.7,card,Barbaraland,2026-08-24T21:45:16,2026-08-24T21:51:16,restaurant_unavailable,barbaraland
239,77,41,2025-12-05T20:40:43,delivered,2330.72,0.0,36.65,116.54,2483.91,upi,Jamesside,2025-12-05T21:12:43,2025-12-05T21:11:43,,jamesside
240,12,50,2025-03-18T12:12:49,delivered,1251.84,0.0,34.33,62.59,1348.76,upi,Johnfurt,2025-03-18T12:55:49,2025-03-18T12:48:49,,johnfurt
241,62,47,2026-03-13T20:06:13,delivered,463.96,0.0,29.03,23.2,516.19,card,Ortizmouth,2026-03-13T20:37:13,2026-03-13T20:42:13,,ortizmouth
242,97,36,2025-04-22T12:22:19,pending,283.36,0.0,49.4,14.17,346.93,cash,West Shellyfurt,2025-04-22T13:15:19,2025-04-22T13:15:19,,west shellyfurt
243,28,23,2024-09-18T13:48:50,delivered,469.01,0.0,48.32,23.45,540.78,card,West Nicolebury,2024-09-18T14:33:50,2024-09-18T14:24:50,,west nicolebury
244,96,42,2026-02-18T14:42:22,delivered,932.42,0.0,47.47,46.62,1026.51,cash,East Williamport,2026-02-18T15:16:22,2026-02-18T15:28:22,,east williamport
245,89,13,2025-02-22T20:00:46,delivered,122.24,0.0,52.83,6.11,181.18,cash,Nelsonville,2025-02-22T20:47:46,2025-02-22T20:51:46,,nelsonville
246,66,9,2026-05-06T13:33:08,delivered,553.58,0.0,45.84,27.68,627.1,card,Sarahchester,2026-05-06T14:06:08,2026-05-06T14:19:08,,sarahchester
247,10,24,2024-09-30T18:23:11,delivered,295.02,0.0,44.2,14.75,353.97,upi,South Aaron,2024-09-30T18:46:11,2024-09-30T18:56:11,,south aaron
248,48,6,2025-07-09T13:07:14,delivered,242.13,0.0,38.03,12.11,292.27,upi,Antoniostad,2025-07-09T13:58:14,2025-07-09T13:59:14,,antoniostad
249,40,16,2026-05-08T20:07:16,delivered,1300.2,0.0,46.23,65.01,1411.44,card,New Patrick,2026-05-08T20:38:16,,,new patrick
250,91,28,2025-04-09T18:50:29,delivered,205.68,0.0,26.52,10.28,242.48,upi,Hannahport,2025-04-09T19:27:29,2025-04-09T19:24:29,,hannahport
251,46,42,2026-07-24T18:11:35,delivered,484.28,0.0,33.66,24.21,542.15,cash,Coffeyside,2026-07-24T18:45:35,2026-07-24T18:34:35,,coffeyside
252,83,39,2025-07-22T19:16:31,pending,485.2,0.0,27.3,24.26,536.76,cash,South Vicki,2025-07-22T19:54:31,2025-07-22T19:30:31,,south vicki
253,97,21,2025-08-26T21:26:22,delivered,730.1,0.0,47.8,36.51,814.41,card,West Shellyfurt,2025-08-26T22:10:22,2025-08-26T22:11:22,,west shellyfurt
254,77,31,2026-08-04T18:20:24,delivered,1054.66,0.0,28.51,52.73,1135.9,card,Jamesside,2026-08-04T18:54:24,2026-08-04T19:02:24,,jamesside
255,60,26,2025-11-28T11:03:19,pending,215.82,0.0,43.68,10.79,270.29,card,South Carlos,2025-11-28T11:46:19,2025-11-28T11:53:19,,south carlos
256,33,4,2025-10-23T20:27:42,delivered,328.42,0.0,55.78,16.42,400.62,cash,Torreston,2025-10-23T21:18:42,2025-10-23T21:34:42,,torreston
257,5,17,2025-02-27T18:51:39,delivered,462.21,0.0,48.89,23.11,534.21,cash,Lake Nicoleview,2025-02-27T19:31:39,2025-02-27T19:26:39,,lake nicoleview
258,18,29,2025-11-26T20:52:18,delivered,257.02,0.0,20.0,12.85,289.87,upi,Bradleychester,2025-11-26T21:22:18,2025-11-26T21:25:18,,bradleychester
259,54,18,2024-10-21T19:35:11,delivered,468.2,0.0,34.44,23.41,526.05,card,Dannyview,2024-10-21T20:02:11,2024-10-21T20:05:11,,dannyview
260,98,21,2026-04-25T19:33:42,delivered,1338.78,0.0,37.51,66.94,1443.23,upi,South John,2026-04-25T20:17:42,2026-04-25T20:25:42,,south john
261,60,14,2025-02-26T13:23:44,delivered,187.14,0.0,39.01,9.36,235.51,upi,South Carlos,2025-02-26T13:58:44,2025-02-26T14:15:44,,south carlos
262,11,12,2024-09-18T12:58:50,delivered,658.96,0.0,33.98,32.95,725.89,cash,Shawhaven,2024-09-18T13:33:50,2024-09-18T13:30:50,,shawhaven
263,61,45,2025-12-28T19:19:13,delivered,1002.9,0.0,34.53,50.15,1087.58,cash,West Cassidy,2025-12-28T19:39:13,2025-12-28T19:26:13,,west cassidy
264,47,48,2025-12-02T20:32:04,delivered,505.53,0.0,41.47,25.28,572.28,cash,Wilsonton,2025-12-02T21:22:04,2025-12-02T20:51:04,,wilsonton
265,79,46,2025-12-14T21:33:45,delivered,1067.8,0.0,59.15,53.39,1180.34,upi,Theresaberg,2025-12-14T22:13:45,2025-12-14T22:12:45,,theresaberg
266,61,31,2026-01-09T11:01:01,delivered,213.31,0.0,37.88,10.67,261.86,cash,West Cassidy,2026-01-09T11:35:01,2026-01-09T11:26:01,,west cassidy
267,33,40,2025-03-06T12:27:49,pending,1387.13,0.0,54.38,69.36,1510.87,cash,Torreston,2025-03-06T13:16:49,2025-03-06T13:19:49,,torreston
268,81,10,2025-07-04T20:50:09,delivered,329.57,0.0,20.0,16.48,366.05,cash,South Dennisview,2025-07-04T21:38:09,2025-07-04T21:57:09,,south dennisview
269,86,37,2026-07-04T21:21:59,delivered,1075.04,0.0,52.76,53.75,1181.55,cash,Lake Janet,2026-07-04T22:05:59,2026-07-04T22:02:59,,lake janet
270,100,19,2025-09-13T12:56:29,delivered,366.14,0.0,56.91,18.31,441.36,cash,Garciafort,2025-09-13T13:42:29,2025-09-13T13:35:29,,garciafort
271,58,2,2025-03-15T19:20:27,delivered,311.52,0.0,61.15,15.58,388.25,upi,Robertsfurt,2025-03-15T19:59:27,2025-03-15T19:54:27,,robertsfurt
272,87,31,2026-07-16T11:28:22,delivered,436.8,0.0,46.08,21.84,504.72,upi,East Brent,2026-07-16T12:02:22,2026-07-16T12:02:22,,east brent
273,82,47,2026-08-22T11:33:49,cancelled,467.11,0.0,32.28,23.36,522.75,upi,Brooksmouth,2026-08-22T12:04:49,2026-08-22T12:06:49,customer_request,brooksmouth
274,24,2,2025-05-19T13:40:17,delivered,663.78,129.75,37.25,33.19,604.47,cash,South Brittanytown,2025-05-19T14:19:17,2025-05-19T14:05:17,,south brittanytown
275,17,38,2024-12-18T11:24:05,delivered,444.54,0.0,20.15,22.23,486.92,card,Darlenefurt,2024-12-18T11:45:05,,,darlenefurt
276,46,6,2026-04-14T20:22:42,delivered,314.6,0.0,34.53,15.73,364.86,upi,Coffeyside,2026-04-14T21:13:42,2026-04-14T21:11:42,,coffeyside
277,55,12,2024-11-01T21:43:45,delivered,99.72,0.0,49.37,4.99,154.08,cash,East Mollyshire,2024-11-01T22:18:45,2024-11-01T22:27:45,,east mollyshire
278,90,6,2026-06-09T12:58:02,delivered,760.84,0.0,45.14,38.04,844.02,upi,Morrisbury,2026-06-09T13:49:02,2026-06-09T13:42:02,,morrisbury
279,72,6,2025-05-18T19:48:42,delivered,670.6,0.0,40.97,33.53,745.1,upi,Sergiostad,2025-05-18T20:39:42,2025-05-18T20:26:42,,sergiostad
280,62,36,2025-05-12T20:44:25,delivered,1064.18,0.0,39.71,53.21,1157.1,upi,Ortizmouth,2025-05-12T21:37:25,2025-05-12T21:22:25,,ortizmouth
281,69,32,2026-07-30T11:13:30,delivered,145.41,0.0,53.5,7.27,206.18,upi,Kristinastad,2026-07-30T11:55:30,2026-07-30T11:48:30,,kristinastad
282,60,5,2025-05-23T14:37:15,delivered,1763.76,0.0,37.71,88.19,1889.66,upi,South Carlos,2025-05-23T14:57:15,2025-05-23T15:01:15,,south carlos
283,23,30,2026-06-25T20:33:01,delivered,1098.78,0.0,49.32,54.94,1203.04,cash,Port Nicoleshire,2026-06-25T21:23:01,2026-06-25T21:49:01,,port nicoleshire
284,95,19,2025-05-04T20:08:56,delivered,174.65,0.0,43.27,8.73,226.65,upi,Ericborough,2025-05-04T20:54:56,2025-05-04T20:58:56,,ericborough
285,39,31,2025-04-10T11:06:50,delivered,1081.82,0.0,34.51,54.09,1170.42,card,Port Chad,2025-04-10T11:40:50,2025-04-10T11:31:50,,port chad
286,40,25,2025-12-05T12:21:50,delivered,811.1,0.0,27.89,40.55,879.54,cash,New Patrick,2025-12-05T12:55:50,2025-12-05T13:04:50,,new patrick
287,93,22,2026-07-15T18:32:06,delivered,1253.99,0.0,47.79,62.7,1364.48,cash,South Jonathantown,2026-07-15T19:15:06,2026-07-15T19:12:06,,south jonathantown
288,46,16,2025-04-28T19:21:18,delivered,260.04,0.0,25.92,13.0,298.96,upi,Coffeyside,2025-04-28T19:52:18,2025-04-28T19:55:18,,coffeyside
289,8,39,2024-09-27T18:23:01,delivered,579.25,0.0,27.5,28.96,635.71,card,Lewisberg,2024-09-27T19:01:01,2024-09-27T19:03:01,,lewisberg
290,68,36,2025-03-12T18:18:26,delivered,1135.39,0.0,45.74,56.77,1237.9,cash,New Michaelshire,2025-03-12T19:11:26,2025-03-12T19:05:26,,new michaelshire
291,98,29,2024-10-31T20:25:49,delivered,1055.72,0.0,30.28,52.79,1138.79,upi,South John,2024-10-31T20:55:49,2024-10-31T21:01:49,,south john
292,53,20,2026-05-05T20:46:03,delivered,409.96,0.0,47.6,20.5,478.06,card,Lisaside,2026-05-05T21:16:03,,,lisaside
293,62,11,2024-12-25T12:14:22,delivered,201.51,0.0,42.51,10.08,254.1,cash,Ortizmouth,2024-12-25T13:12:22,2024-12-25T13:22:22,,ortizmouth
294,43,14,2026-06-24T18:27:56,delivered,935.7,0.0,57.2,46.78,1039.68,cash,East Steven,2026-06-24T19:02:56,2026-06-24T19:03:56,,east steven
295,97,36,2025-03-27T12:08:31,delivered,1453.75,0.0,50.0,72.69,1576.44,card,West Shellyfurt,2025-03-27T13:01:31,2025-03-27T12:53:31,,west shellyfurt
296,89,14,2025-08-11T21:19:23,returned,1122.84,0.0,43.98,56.14,1222.96,cash,Nelsonville,2025-08-11T21:54:23,2025-08-11T21:38:23,,nelsonville
297,39,36,2025-09-15T14:50:24,delivered,141.68,0.0,26.9,7.08,175.66,cash,Port Chad,2025-09-15T15:43:24,2025-09-15T15:51:24,,port chad
298,22,14,2025-02-19T12:02:42,delivered,393.09,0.0,66.03,19.65,478.77,card,West Matthew,2025-02-19T12:37:42,2025-02-19T12:44:42,,west matthew
299,66,23,2025-04-26T13:32:57,delivered,114.69,0.0,38.99,5.73,159.41,card,Sarahchester,2025-04-26T14:17:57,2025-04-26T14:15:57,,sarahchester
300,92,45,2025-06-28T19:01:55,delivered,167.15,0.0,47.78,8.36,223.29,card,Port Amyhaven,2025-06-28T19:21:55,2025-06-28T19:01:55,,port amyhaven
301,14,1,2025-10-25T18:24:06,cancelled,862.17,0.0,20.05,43.11,925.33,upi,Jamesview,2025-10-25T19:17:06,2025-10-25T19:12:06,customer_request,jamesview
302,85,44,2026-07-28T13:26:40,delivered,698.94,0.0,52.46,34.95,786.35,cash,Salaston,2026-07-28T14:04:40,2026-07-28T14:12:40,,salaston
303,17,8,2025-02-22T19:27:58,pending,100.22,17.23,41.04,5.01,129.04,cash,Darlenefurt,2025-02-22T20:20:58,2025-02-22T20:11:58,,darlenefurt
304,69,42,2026-03-14T12:47:34,delivered,726.42,0.0,49.13,36.32,811.87,card,Kristinastad,2026-03-14T13:21:34,2026-03-14T13:43:34,,kristinastad
305,68,14,2025-12-18T19:42:20,delivered,692.45,0.0,20.73,34.62,747.8,card,New Michaelshire,2025-12-18T20:17:20,2025-12-18T20:22:20,,new michaelshire
306,31,43,2024-10-29T21:04:34,delivered,756.61,0.0,51.86,37.83,846.3,cash,Harrytown,2024-10-29T21:38:34,2024-10-29T21:24:34,,harrytown
307,88,38,2026-02-11T13:05:52,pending,193.44,0.0,34.67,9.67,237.78,cash,New Joanne,2026-02-11T13:26:52,2026-02-11T13:24:52,,new joanne
308,32,24,2025-04-08T20:10:35,delivered,1066.75,0.0,43.19,53.34,1163.28,card,Wilsonland,2025-04-08T20:33:35,2025-04-08T20:41:35,,wilsonland
309,22,49,2024-12-05T13:16:43,returned,1125.98,0.0,31.86,56.3,1214.14,cash,West Matthew,2024-12-05T13:52:43,2024-12-05T13:59:43,,west matthew
310,21,1,2025-02-27T18:28:20,pending,261.83,0.0,53.43,13.09,328.35,cash,Stephaniemouth,2025-02-27T19:21:20,2025-02-27T19:24:20,,stephaniemouth
311,67,11,2024-12-28T11:51:40,delivered,330.7,0.0,49.23,16.54,396.47,upi,North Andrewborough,2024-12-28T12:49:40,2024-12-28T12:50:40,,north andrewborough
312,26,14,2026-07-23T14:24:20,delivered,187.14,0.0,50.61,9.36,247.11,card,West Barbarafurt,2026-07-23T14:59:20,2026-07-23T15:03:20,,west barbarafurt
313,56,4,2024-10-20T19:39:00,delivered,1009.5,0.0,46.88,50.48,1106.86,cash,Tuckermouth,2024-10-20T20:30:00,2024-10-20T20:59:00,,tuckermouth
314,84,36,2025-08-28T19:26:30,delivered,602.93,0.0,26.19,30.15,659.27,card,Lake Brett,2025-08-28T20:19:30,2025-08-28T20:24:30,,lake brett
315,11,50,2025-01-03T12:42:43,delivered,472.16,0.0,38.48,23.61,534.25,cash,Shawhaven,2025-01-03T13:25:43,2025-01-03T13:25:43,,shawhaven
316,76,24,2025-01-24T21:21:39,cancelled,650.12,0.0,46.95,32.51,729.58,card,South Stevenhaven,2025-01-24T21:44:39,2025-01-24T21:38:39,payment_failed,south stevenhaven
317,98,1,2025-08-20T14:00:04,delivered,287.39,0.0,41.07,14.37,342.83,card,South John,2025-08-20T14:53:04,2025-08-20T14:45:04,,south john
318,9,18,2026-02-07T13:01:11,cancelled,357.9,54.26,45.95,17.89,367.48,upi,East Jamesside,2026-02-07T13:28:11,2026-02-07T13:27:11,restaurant_unavailable,east jamesside
319,35,40,2026-04-27T12:09:56,delivered,502.24,0.0,44.48,25.11,571.83,card,Barkerfurt,2026-04-27T12:58:56,2026-04-27T13:03:56,,barkerfurt
320,20,33,2025-11-13T14:55:08,delivered,422.69,0.0,37.74,21.13,481.56,card,South Robertshire,2025-11-13T15:34:08,2025-11-13T15:28:08,,south robertshire
321,37,22,2024-09-14T14:30:45,delivered,611.61,0.0,38.12,30.58,680.31,cash,Port Richardhaven,2024-09-14T15:13:45,2024-09-14T15:30:45,,port richardhaven
