order_id,food_id,quantity,unit_price,discount,total_price
415,178,1,176.42,0.0,176.42
416,139,1,162.53,0.0,162.53
417,46,1,183.07,38.49,144.58
418,65,1,171.34,0.0,171.34
418,153,1,211.31,0.0,211.31
419,95,2,281.68,0.0,563.36
419,52,3,177.08,0.0,531.24
419,52,2,177.08,0.0,354.16
420,72,1,231.98,0.0,231.98
420,23,1,235.13,0.0,235.13
420,23,2,235.13,0.0,470.26
421,120,2,264.66,0.0,529.32
422,109,1,200.86,0.0,200.86
422,29,3,220.52,0.0,661.56
423,80,1,102.55,0.0,102.55
424,110,1,142.78,12.28,130.5
424,163,1,158.4,0.0,158.4
425,198,2,50.34,0.0,100.68
426,2,1,166.94,0.0,166.94
427,170,1,224.35,32.3,192.05
428,88,1,102.38,6.1,96.28
428,195,1,363.06,25.79,337.27
428,88,1,102.38,0.0,102.38
428,192,1,141.42,0.0,141.42
429,145,1,226.72,0.0,226.72
430,44,3,125.75,0.0,377.25
431,64,1,213.31,0.0,213.31
431,99,1,218.4,0.0,218.4
431,99,2,218.4,0.0,436.8
432,144,1,198.4,0.0,198.4
432,107,1,215.38,28.99,186.39
433,36,1,167.81,0.0,167.81
434,193,1,134.75,0.0,134.75
435,144,1,198.4,0.0,198.4
435,193,1,134.75,0.0,134.75
436,157,2,245.36,0.0,490.72
436,196,3,129.19,0.0,387.57
437,187,1,230.37,0.0,230.37
438,123,2,156.11,0.0,312.22
438,133,3,199.52,0.0,598.56
439,140,4,216.66,0.0,866.64
439,94,1,177.98,0.0,177.98
440,15,1,247.23,0.0,247.23
441,154,1,168.71,0.0,168.71
441,145,1,226.72,27.31,199.41
442,79,2,226.0,0.0,452.0
442,116,1,101.23,0.0,101.23
443,13,1,204.98,0.0,204.98
444,3,1,252.17,0.0,252.17
445,69,1,175.15,0.0,175.15
445,79,1,226.0,0.0,226.0
445,116,1,101.23,10.53,90.7
446,35,1,143.72,0.0,143.72
447,173,2,100.22,0.0,200.44
448,72,1,231.98,0.0,231.98
448,21,2,202.35,0.0,404.7
449,92,2,167.15,0.0,334.3
449,92,1,167.15,0.0,167.15
450,106,1,139.38,0.0,139.38
451,121,1,203.98,0.0,203.98
452,55,2,167.79,0.0,335.58
452,46,2,183.07,0.0,366.14
452,7,1,174.65,0.0,174.65
452,46,1,183.07,0.0,183.07
452,55,1,167.79,0.0,167.79
453,91,1,218.42,0.0,218.42
454,96,1,244.95,0.0,244.95
454,101,1,144.63,0.0,144.63
454,123,1,156.11,0.0,156.11
454,96,2,244.95,0.0,489.9
454,96,3,244.95,0.0,734.85
455,100,1,186.42,0.0,186.42
455,67,3,170.88,0.0,512.64
456,164,2,245.23,0.0,490.46
457,34,2,160.34,23.84,296.84
457,34,1,160.34,0.0,160.34
457,73,1,275.65,0.0,275.65
457,111,1,196.62,0.0,196.62
457,115,1,128.67,0.0,128.67
458,119,1,277.31,56.77,220.54
459,16,1,160.73,0.0,160.73
459,37,1,272.65,0.0,272.65
460,189,2,166.79,0.0,333.58
460,189,1,166.79,0.0,166.79
460,197,3,178.95,0.0,536.85
460,2,1,166.94,0.0,166.94
461,164,1,245.23,0.0,245.23
462,52,1,177.08,0.0,177.08
463,35,2,143.72,0.0,287.44
463,128,1,150.38,0.0,150.38
463,82,1,134.91,0.0,134.91
464,77,1,193.44,0.0,193.44
465,168,1,322.43,67.68,254.75
466,173,3,100.22,0.0,300.66
466,41,1,125.55,0.0,125.55
466,173,1,100.22,5.19,95.03
467,65,1,171.34,0.0,171.34
467,153,1,211.31,15.4,195.91
467,119,3,277.31,51.83,780.1
468,175,1,187.14,16.99,170.15
469,110,1,142.78,0.0,142.78
470,47,3,196.31,0.0,588.93
471,7,1,174.65,0.0,174.65
472,115,1,128.67,0.0,128.67
472,34,1,160.34,0.0,160.34
472,73,1,275.65,0.0,275.65
473,127,1,233.63,0.0,233.63
473,88,1,102.38,7.59,94.79
473,127,2,233.63,0.0,467.26
474,55,2,167.79,0.0,335.58
475,154,2,168.71,0.0,337.42
476,131,1,177.27,0.0,177.27
476,105,4,205.68,0.0,822.72
476,131,3,177.27,0.0,531.81
477,146,1,260.04,0.0,260.04
478,62,1,164.14,0.0,164.14
478,168,2,322.43,0.0,644.86
478,62,3,164.14,0.0,492.42
478,168,1,322.43,0.0,322.43
478,177,4,157.94,0.0,631.76
479,139,1,162.53,0.0,162.53
480,56,1,142.43,11.02,131.41
480,135,3,155.76,0.0,467.28
480,182,2,96.4,0.0,192.8
480,93,2,107.19,0.0,214.38
481,73,2,275.65,0.0,551.3
482,92,1,167.15,0.0,167.15
482,92,2,167.15,0.0,334.3
482,92,3,167.15,0.0,501.45
483,57,3,128.81,0.0,386.43
483,195,1,363.06,0.0,363.06
484,97,1,127.27,0.0,127.27
485,179,1,319.57,29.43,290.14
485,179,1,319.57,0.0,319.57
485,179,2,319.57,0.0,639.14
486,64,1,213.31,0.0,213.31
486,99,1,218.4,38.51,179.89
486,99,1,218.4,0.0,218.4
486,99,1,218.4,43.68,174.72
487,44,1,125.75,0.0,125.75
488,128,1,150.38,0.0,150.38
489,145,4,226.72,0.0,906.88
490,22,1,88.13,0.0,88.13
490,51,1,142.96,0.0,142.96
490,51,2,142.96,0.0,285.92
491,72,1,231.98,0.0,231.98
492,36,3,167.81,0.0,503.43
492,182,1,96.4,0.0,96.4
492,180,1,258.93,0.0,258.93
493,180,1,258.93,0.0,258.93
493,182,1,96.4,0.0,96.4
493,122,3,221.26,0.0,663.78
493,36,1,167.81,0.0,167.81
494,131,1,177.27,0.0,177.27
494,105,1,205.68,0.0,205.68
495,103,1,280.15,0.0,280.15
496,91,2,218.42,0.0,436.84
496,80,1,102.55,15.62,86.93
496,91,1,218.42,0.0,218.42
497,28,1,88.98,0.0,88.98
498,51,1,142.96,0.0,142.96
498,22,1,88.13,0.0,88.13
498,51,2,142.96,0.0,285.92
499,193,3,134.75,0.0,404.25
499,107,1,215.38,0.0,215.38
499,144,1,198.4,0.0,198.4
500,2,1,166.94,0.0,166.94
501,77,1,193.44,41.59,151.85
501,77,1,193.44,0.0,193.44
501,77,1,193.44,26.83,166.61
502,132,3,168.51,0.0,505.53
503,92,1,167.15,0.0,167.15
504,34,2,160.34,34.78,285.9
505,41,1,125.55,0.0,125.55
505,41,2,125.55,0.0,251.1
505,53,1,150.03,0.0,150.03
506,107,3,215.38,0.0,646.14
507,146,2,260.04,0.0,520.08
508,88,3,102.38,0.0,307.14
508,195,1,363.06,24.72,338.34
509,40,3,160.55,0.0,481.65
509,104,2,195.48,0.0,390.96
510,69,1,175.15,0.0,175.15
510,184,1,186.27,0.0,186.27
510,141,1,227.19,0.0,227.19
510,116,3,101.23,14.95,288.74
510,116,1,101.23,0.0,101.23
511,92,1,167.15,0.0,167.15
512,32,1,167.65,0.0,167.65
513,44,1,125.75,0.0,125.75
513,155,1,245.67,0.0,245.67
514,10,1,215.06,0.0,215.06
515,51,1,142.96,9.85,133.11
516,5,3,251.64,0.0,754.92
517,47,2,196.31,0.0,392.62
518,195,1,363.06,33.19,329.87
519,52,1,177.08,0.0,177.08
519,95,2,281.68,0.0,563.36
519,95,1,281.68,0.0,281.68
520,94,3,177.98,0.0,533.94
521,165,1,275.34,0.0,275.34
521,3,3,252.17,0.0,756.51
521,103,1,280.15,0.0,280.15
521,103,1,280.15,26.24,253.91
521,165,2,275.34,0.0,550.68
522,164,1,245.23,0.0,245.23
522,22,1,88.13,0.0,88.13
523,13,1,204.98,19.44,185.54
524,13,2,204.98,0.0,409.96
524,13,1,204.98,0.0,204.98
525,143,2,193.43,0.0,386.86
526,22,3,88.13,0.0,264.39
526,22,1,88.13,0.0,88.13
526,51,1,142.96,20.9,122.06
527,91,1,218.42,0.0,218.42
528,18,1,103.15,0.0,103.15
528,108,3,284.65,22.2,831.75
529,200,1,117.27,0.0,117.27
529,196,1,129.19,0.0,129.19
529,159,2,201.51,18.61,384.41
529,159,3,201.51,0.0,604.53
530,83,7,277.87,0.0,1945.09
530,14,1,155.43,0.0,155.43
530,14,2,155.43,0.0,310.86
530,14,1,155.43,37.21,118.22
531,46,1,183.07,0.0,183.07
532,13,2,204.98,0.0,409.96
532,13,1,204.98,0.0,204.98
533,111,1,196.62,0.0,196.62
534,197,1,178.95,0.0,178.95
535,180,1,258.93,0.0,258.93
535,93,1,107.19,0.0,107.19
535,36,1,167.81,0.0,167.81
536,21,1,202.35,0.0,202.35
536,23,1,235.13,0.0,235.13
537,66,1,109.91,0.0,109.91
538,63,3,194.65,0.0,583.95
539,121,1,203.98,0.0,203.98
540,50,1,210.46,0.0,210.46
541,99,1,218.4,45.25,173.15
541,64,1,213.31,0.0,213.31
541,99,2,218.4,0.0,436.8
541,99,1,218.4,0.0,218.4
542,153,1,211.31,52.39,158.92
543,88,1,102.38,0.0,102.38
543,127,1,233.63,54.79,178.84
544,32,1,167.65,0.0,167.65
544,148,2,150.7,0.0,301.4
545,55,1,167.79,0.0,167.79
546,60,2,176.68,39.85,313.51
547,89,1,223.95,0.0,223.95
548,152,1,213.79,0.0,213.79
549,13,1,204.98,44.99,159.99
549,13,4,204.98,0.0,819.92
549,13,1,204.98,31.51,173.47
549,13,1,204.98,0.0,204.98
549,13,2,204.98,0.0,409.96
549,13,1,204.98,34.69,170.29
550,16,2,160.73,0.0,321.46
551,77,3,193.44,0.0,580.32
551,77,1,193.44,0.0,193.44
551,77,2,193.44,47.15,339.73
552,57,1,128.81,0.0,128.81
552,106,2,139.38,0.0,278.76
552,127,1,233.63,0.0,233.63
553,2,2,166.94,0.0,333.88
553,197,1,178.95,0.0,178.95
554,60,1,176.68,0.0,176.68
554,179,1,319.57,0.0,319.57
554,74,1,141.68,0.0,141.68
555,40,1,160.55,35.52,125.03
555,167,1,233.5,0.0,233.5
556,12,2,287.39,0.0,574.78
557,27,1,206.98,0.0,206.98
558,52,1,177.08,0.0,177.08
559,166,1,229.72,0.0,229.72
560,91,2,218.42,0.0,436.84
560,80,1,102.55,0.0,102.55
561,102,1,201.74,0.0,201.74
562,166,1,229.72,0.0,229.72
562,76,1,242.13,0.0,242.13
562,166,2,229.72,0.0,459.44
563,144,1,198.4,0.0,198.4
563,107,2,215.38,0.0,430.76
564,3,1,252.17,0.0,252.17
564,165,1,275.34,0.0,275.34
565,51,1,142.96,33.47,109.49
565,22,2,88.13,0.0,176.26
566,79,1,226.0,0.0,226.0
567,45,2,209.44,0.0,418.88
567,27,1,206.98,0.0,206.98
567,10,1,215.06,0.0,215.06
568,113,1,177.36,30.08,147.28
568,31,1,242.14,0.0,242.14
569,13,2,204.98,0.0,409.96
570,142,1,122.92,0.0,122.92
571,91,1,218.42,0.0,218.42
571,80,2,102.55,0.0,205.1
572,113,1,177.36,0.0,177.36
572,113,1,177.36,44.19,133.17
573,4,2,228.49,0.0,456.98
573,87,1,203.96,0.0,203.96
574,80,1,102.55,0.0,102.55
575,180,2,258.93,0.0,517.86
575,93,1,107.19,0.0,107.19
575,182,5,96.4,0.0,482.0
575,36,1,167.81,0.0,167.81
575,56,2,142.43,0.0,284.86
575,93,2,107.19,0.0,214.38
576,80,1,102.55,0.0,102.55
577,67,1,170.88,0.0,170.88
577,81,2,93.49,0.0,186.98
578,88,1,102.38,9.07,93.31
579,46,1,183.07,45.12,137.95
579,46,1,183.07,0.0,183.07
579,7,1,174.65,0.0,174.65
580,162,1,152.51,0.0,152.51
580,143,2,193.43,0.0,386.86
581,104,1,195.48,0.0,195.48
582,47,3,196.31,0.0,588.93
582,100,3,186.42,0.0,559.26
582,67,1,170.88,15.5,155.38
582,47,2,196.31,0.0,392.62
582,81,1,93.49,0.0,93.49
583,111,1,196.62,0.0,196.62
583,28,1,88.98,0.0,88.98
583,73,1,275.65,0.0,275.65
584,107,1,215.38,0.0,215.38
584,193,1,134.75,0.0,134.75
585,51,1,142.96,0.0,142.96
585,164,1,245.23,0.0,245.23
585,51,2,142.96,0.0,285.92
586,183,1,185.49,0.0,185.49
586,136,1,203.82,0.0,203.82
586,114,1,176.83,0.0,176.83
586,187,1,230.37,0.0,230.37
586,71,2,237.49,0.0,474.98
587,139,1,162.53,0.0,162.53
588,42,1,256.94,0.0,256.94
588,42,1,256.94,59.17,197.77
589,97,1,127.27,0.0,127.27
589,30,2,241.85,0.0,483.7
589,18,2,103.15,0.0,206.3
590,130,2,242.6,0.0,485.2
590,26,1,247.94,0.0,247.94
591,2,3,166.94,0.0,500.82
591,189,2,166.79,0.0,333.58
591,189,3,166.79,0.0,500.37
592,20,1,145.41,0.0,145.41
592,162,1,152.51,0.0,152.51
592,121,1,203.98,0.0,203.98
592,20,3,145.41,0.0,436.23
593,64,1,213.31,0.0,213.31
594,92,1,167.15,0.0,167.15
595,193,2,134.75,0.0,269.5
595,193,1,134.75,0.0,134.75
595,144,3,198.4,0.0,595.2
596,24,2,251.12,0.0,502.24
596,24,1,251.12,0.0,251.12
596,153,1,211.31,0.0,211.31
596,65,3,171.34,0.0,514.02
597,87,1,203.96,0.0,203.96
598,15,1,247.23,0.0,247.23
599,70,4,88.43,0.0,353.72
599,70,1,88.43,0.0,88.43
599,123,4,156.11,0.0,624.44
599,1,1,170.71,0.0,170.71
599,133,2,199.52,0.0,399.04
600,22,3,88.13,0.0,264.39
600,22,2,88.13,14.49,161.77
601,7,2,174.65,0.0,349.3
601,55,1,167.79,0.0,167.79
601,46,1,183.07,0.0,183.07
601,46,1,183.07,12.51,170.56
602,162,2,152.51,0.0,305.02
602,121,1,203.98,0.0,203.98
602,199,3,127.55,0.0,382.65
603,64,1,213.31,0.0,213.31
603,99,1,218.4,0.0,218.4
604,18,2,103.15,0.0,206.3
604,30,1,241.85,0.0,241.85
604,38,1,166.39,0.0,166.39
605,16,1,160.73,19.38,141.35
605,16,1,160.73,0.0,160.73
605,37,2,272.65,0.0,545.3
606,171,4,223.73,0.0,894.92
607,52,1,177.08,0.0,177.08
608,179,1,319.57,0.0,319.57
608,179,2,319.57,0.0,639.14
609,12,2,287.39,0.0,574.78
610,109,2,200.86,0.0,401.72
610,109,1,200.86,29.77,171.09
610,8,1,281.11,0.0,281.11
611,92,1,167.15,0.0,167.15
612,102,2,201.74,0.0,403.48
612,102,1,201.74,0.0,201.74
612,45,1,209.44,0.0,209.44
613,52,1,177.08,0.0,177.08
613,95,1,281.68,0.0,281.68
614,116,1,101.23,0.0,101.23
614,138,1,48.35,0.0,48.35
614,138,3,48.35,0.0,145.05
614,116,1,101.23,19.58,81.65
615,31,1,242.14,0.0,242.14
615,113,2,177.36,0.0,354.72
616,91,1,218.42,0.0,218.42
616,80,1,102.55,0.0,102.55
616,80,2,102.55,0.0,205.1
617,78,1,226.72,0.0,226.72
617,94,4,177.98,0.0,711.92
617,140,2,216.66,0.0,433.32
618,13,1,204.98,0.0,204.98
619,87,3,203.96,0.0,611.88
619,87,1,203.96,0.0,203.96
619,149,3,133.71,0.0,401.13
619,63,2,194.65,0.0,389.3
620,41,1,125.55,0.0,125.55
621,176,2,151.88,0.0,303.76
622,175,2,187.14,0.0,374.28
623,187,1,230.37,0.0,230.37
623,25,2,228.02,0.0,456.04
623,183,1,185.49,0.0,185.49
624,163,1,158.4,0.0,158.4
625,30,1,241.85,0.0,241.85
626,196,1,129.19,0.0,129.19
626,200,1,117.27,0.0,117.27
627,131,2,177.27,0.0,354.54
628,92,1,167.15,0.0,167.15
629,131,1,177.27,0.0,177.27
629,131,1,177.27,19.35,157.92
630,31,2,242.14,35.9,448.38
631,24,1,251.12,0.0,251.12
632,47,1,196.31,0.0,196.31
633,46,1,183.07,31.16,151.91
633,55,2,167.79,0.0,335.58
633,46,1,183.07,0.0,183.07
634,145,1,226.72,0.0,226.72
634,154,1,168.71,0.0,168.71
634,154,2,168.71,0.0,337.42
635,12,2,287.39,0.0,574.78
635,12,1,287.39,0.0,287.39
636,21,1,202.35,0.0,202.35
637,67,1,170.88,0.0,170.88
638,12,2,287.39,0.0,574.78
638,12,1,287.39,0.0,287.39
638,12,4,287.39,0.0,1149.56
639,44,1,125.75,0.0,125.75
639,84,1,30.0,0.0,30.0
639,155,1,245.67,0.0,245.67
640,145,1,226.72,0.0,226.72
641,14,1,155.43,0.0,155.43
642,127,2,233.63,0.0,467.26
643,66,2,109.91,0.0,219.82
644,162,2,152.51,0.0,305.02
644,20,1,145.41,0.0,145.41
644,125,1,197.06,0.0,197.06
644,143,1,193.43,0.0,193.43
645,197,2,178.95,12.79,345.11
646,179,1,319.57,0.0,319.57
647,84,1,30.0,0.0,30.0
648,117,1,218.32,0.0,218.32
649,138,1,48.35,0.0,48.35
649,116,1,101.23,0.0,101.23
649,79,1,226.0,0.0,226.0
650,24,1,251.12,0.0,251.12
650,50,1,210.46,28.89,181.57
650,50,1,210.46,0.0,210.46
651,85,1,62.56,14.59,47.97
652,37,1,272.65,0.0,272.65
653,39,2,155.66,0.0,311.32
654,171,1,223.73,0.0,223.73
654,171,2,223.73,0.0,447.46
655,51,1,142.96,0.0,142.96
656,147,2,147.11,0.0,294.22
657,170,1,224.35,21.41,202.94
657,37,2,272.65,0.0,545.3
657,16,1,160.73,0.0,160.73
658,77,3,193.44,0.0,580.32
658,17,1,57.66,0.0,57.66
658,77,1,193.44,0.0,193.44
659,176,2,151.88,0.0,303.76
660,100,2,186.42,0.0,372.84
660,100,1,186.42,0.0,186.42
660,81,1,93.49,0.0,93.49
661,90,1,209.34,0.0,209.34
662,40,3,160.55,0.0,481.65
663,92,1,167.15,0.0,167.15
664,92,1,167.15,0.0,167.15
665,174,2,168.72,0.0,337.44
665,174,1,168.72,0.0,168.72
666,163,1,158.4,38.65,119.75
666,118,1,189.62,0.0,189.62
666,85,2,62.56,0.0,125.12
667,41,1,125.55,29.44,96.11
668,154,1,168.71,0.0,168.71
669,139,1,162.53,0.0,162.53
669,139,2,162.53,0.0,325.06
670,76,1,242.13,0.0,242.13
670,148,1,150.7,0.0,150.7
670,148,2,150.7,0.0,301.4
670,32,1,167.65,0.0,167.65
671,70,1,88.43,0.0,88.43
671,101,1,144.63,0.0,144.63
672,56,2,142.43,0.0,284.86
673,10,1,215.06,0.0,215.06
674,72,1,231.98,0.0,231.98
674,21,1,202.35,0.0,202.35
675,156,2,237.59,0.0,475.18
675,129,2,279.43,16.64,542.22
675,185,2,224.62,47.32,401.92
676,61,2,159.71,0.0,319.42
676,186,3,147.99,0.0,443.97
677,36,1,167.81,0.0,167.81
677,180,2,258.93,0.0,517.86
678,92,1,167.15,0.0,167.15
679,15,1,247.23,0.0,247.23
680,174,1,168.72,0.0,168.72
680,198,1,50.34,0.0,50.34
681,175,2,187.14,0.0,374.28
682,114,2,176.83,0.0,353.66
682,187,1,230.37,0.0,230.37
683,70,1,88.43,9.46,78.97
684,161,1,249.34,0.0,249.34
685,66,1,109.91,0.0,109.91
685,147,4,147.11,9.38,579.06
686,60,1,176.68,0.0,176.68
686,74,1,141.68,13.27,128.41
686,74,1,141.68,0.0,141.68
687,100,3,186.42,0.0,559.26
688,192,1,141.42,0.0,141.42
689,135,1,155.76,0.0,155.76
690,92,1,167.15,0.0,167.15
690,92,1,167.15,8.46,158.69
690,92,2,167.15,0.0,334.3
690,92,1,167.15,38.07,129.08
691,149,1,133.71,0.0,133.71
692,54,1,132.81,29.54,103.27
693,37,1,272.65,0.0,272.65
693,37,1,272.65,65.91,206.74
693,161,2,249.34,0.0,498.68
694,57,1,128.81,18.6,110.21
694,195,2,363.06,0.0,726.12
694,192,3,141.42,0.0,424.26
695,166,1,229.72,0.0,229.72
696,53,3,150.03,0.0,450.09
696,53,1,150.03,0.0,150.03
697,83,2,277.87,0.0,555.74
697,147,3,147.11,0.0,441.33
698,27,1,206.98,0.0,206.98
699,108,1,284.65,24.2,260.45
700,177,1,157.94,0.0,157.94
700,177,2,157.94,0.0,315.88
700,62,2,164.14,0.0,328.28
701,75,1,131.03,0.0,131.03
702,45,2,209.44,46.42,372.46
702,27,2,206.98,0.0,413.96
702,10,2,215.06,33.94,396.18
703,57,2,128.81,0.0,257.62
704,33,1,165.75,0.0,165.75
704,42,1,256.94,0.0,256.94
704,33,2,165.75,14.6,316.9
705,17,1,57.66,12.26,45.4
705,77,1,193.44,0.0,193.44
705,17,3,57.66,0.0,172.98
706,91,1,218.42,0.0,218.42
707,64,1,213.31,0.0,213.31
707,99,1,218.4,31.44,186.96
708,137,1,164.64,0.0,164.64
708,142,1,122.92,0.0,122.92
709,108,3,284.65,0.0,853.95
709,30,2,241.85,0.0,483.7
710,182,1,96.4,0.0,96.4
711,82,1,134.91,0.0,134.91
711,35,1,143.72,0.0,143.72
712,82,1,134.91,0.0,134.91
713,91,1,218.42,0.0,218.42
714,24,1,251.12,0.0,251.12
714,50,3,210.46,0.0,631.38
715,159,1,201.51,0.0,201.51
715,200,1,117.27,0.0,117.27
716,116,1,101.23,0.0,101.23
716,141,1,227.19,0.0,227.19
717,157,2,245.36,0.0,490.72
717,200,3,117.27,0.0,351.81
717,196,3,129.19,0.0,387.57
718,112,1,120.15,28.45,91.7
718,29,1,220.52,0.0,220.52
719,84,4,30.0,0.0,120.0
719,155,1,245.67,0.0,245.67
719,84,3,30.0,0.0,90.0
719,84,1,30.0,0.0,30.0
720,145,1,226.72,0.0,226.72
721,81,1,93.49,0.0,93.49
721,67,1,170.88,26.58,144.3
722,106,2,139.38,29.89,248.87
722,106,1,139.38,0.0,139.38
722,192,2,141.42,0.0,282.84
723,110,1,142.78,0.0,142.78
723,163,2,158.4,0.0,316.8
723,118,1,189.62,0.0,189.62
723,163,1,158.4,0.0,158.4
724,139,2,162.53,0.0,325.06
725,166,1,229.72,0.0,229.72
726,174,1,168.72,0.0,168.72
726,176,1,151.88,0.0,151.88
727,118,3,189.62,0.0,568.86
727,163,1,158.4,0.0,158.4
727,110,1,142.78,0.0,142.78
727,118,1,189.62,0.0,189.62
728,179,1,319.57,0.0,319.57
728,74,2,141.68,0.0,283.36
729,50,1,210.46,0.0,210.46
729,119,1,277.31,0.0,277.31
729,24,2,251.12,0.0,502.24
730,185,1,224.62,39.53,185.09
730,178,1,176.42,34.85,141.57
730,178,1,176.42,23.21,153.21
731,60,1,176.68,0.0,176.68
732,83,3,277.87,0.0,833.61
732,66,1,109.91,0.0,109.91
733,150,1,258.17,0.0,258.17
734,176,3,151.88,0.0,455.64
735,24,1,251.12,0.0,251.12
735,50,1,210.46,0.0,210.46
735,65,2,171.34,0.0,342.68
736,132,1,168.51,0.0,168.51
736,177,1,157.94,0.0,157.94
737,105,1,205.68,0.0,205.68
737,131,1,177.27,0.0,177.27
737,131,4,177.27,0.0,709.08
738,13,1,204.98,41.59,163.39
739,9,1,115.9,0.0,115.9
739,76,1,242.13,0.0,242.13
740,12,2,287.39,0.0,574.78
740,12,1,287.39,0.0,287.39
741,64,1,213.31,14.25,199.06
742,128,3,150.38,0.0,451.14
743,46,4,183.07,0.0,732.28
743,7,3,174.65,0.0,523.95
743,7,2,174.65,0.0,349.3
744,2,1,166.94,0.0,166.94
744,197,1,178.95,0.0,178.95
745,139,1,162.53,0.0,162.53
746,192,1,141.42,0.0,141.42
747,111,1,196.62,0.0,196.62
748,77,2,193.44,0.0,386.88
749,102,1,201.74,0.0,201.74
749,27,2,206.98,0.0,413.96
750,170,1,224.35,0.0,224.35
750,161,1,249.34,0.0,249.34
751,32,2,167.65,20.49,314.81
751,32,2,167.65,0.0,335.3
751,166,1,229.72,0.0,229.72
751,76,1,242.13,0.0,242.13
752,95,2,281.68,0.0,563.36
753,139,1,162.53,0.0,162.53
754,140,1,216.66,0.0,216.66
755,163,2,158.4,0.0,316.8
756,53,2,150.03,0.0,300.06
757,16,1,160.73,0.0,160.73
758,193,1,134.75,0.0,134.75
758,107,1,215.38,0.0,215.38
759,92,1,167.15,0.0,167.15
759,92,2,167.15,0.0,334.3
760,166,2,229.72,0.0,459.44
760,76,1,242.13,0.0,242.13
761,154,1,168.71,0.0,168.71
762,17,3,57.66,0.0,172.98
762,17,1,57.66,0.0,57.66
763,197,3,178.95,0.0,536.85
763,2,2,166.94,0.0,333.88
764,175,1,187.14,0.0,187.14
764,175,2,187.14,0.0,374.28
764,75,1,131.03,0.0,131.03
765,139,1,162.53,0.0,162.53
766,137,2,164.64,0.0,329.28
766,137,1,164.64,14.78,149.86
766,126,1,167.87,0.0,167.87
767,92,1,167.15,0.0,167.15
768,195,1,363.06,0.0,363.06
768,57,1,128.81,0.0,128.81
768,106,1,139.38,0.0,139.38
769,69,3,175.15,0.0,525.45
769,69,1,175.15,0.0,175.15
770,158,1,99.72,0.0,99.72
770,140,1,216.66,0.0,216.66
771,198,2,50.34,0.0,100.68
772,125,1,197.06,0.0,197.06
772,20,2,145.41,0.0,290.82
773,92,1,167.15,0.0,167.15
773,92,2,167.15,0.0,334.3
774,4,1,228.49,0.0,228.49
774,152,1,213.79,0.0,213.79
775,91,1,218.42,0.0,218.42
776,43,1,163.98,0.0,163.98
777,186,1,147.99,0.0,147.99
777,186,3,147.99,0.0,443.97
777,186,2,147.99,0.0,295.98
778,63,2,194.65,0.0,389.3
779,72,1,231.98,0.0,231.98
780,12,1,287.39,0.0,287.39
781,138,1,48.35,0.0,48.35
782,154,1,168.71,0.0,168.71
782,154,2,168.71,0.0,337.42
783,124,2,140.15,0.0,280.3
783,171,3,223.73,0.0,671.19
783,160,5,155.91,0.0,779.55
783,6,1,280.25,0.0,280.25
784,145,1,226.72,0.0,226.72
784,154,1,168.71,0.0,168.71
785,64,1,213.31,0.0,213.31
785,64,3,213.31,0.0,639.93
786,105,1,205.68,0.0,205.68
787,158,1,99.72,0.0,99.72
787,78,1,226.72,0.0,226.72
788,173,2,100.22,0.0,200.44
788,53,1,150.03,0.0,150.03
788,53,2,150.03,0.0,300.06
789,175,1,187.14,0.0,187.14
789,75,1,131.03,0.0,131.03
790,94,1,177.98,0.0,177.98
790,194,1,125.02,0.0,125.02
790,158,3,99.72,0.0,299.16
790,194,2,125.02,0.0,250.04
790,94,1,177.98,43.34,134.64
791,74,1,141.68,0.0,141.68
792,90,1,209.34,0.0,209.34
792,129,2,279.43,0.0,558.86
793,134,1,119.24,0.0,119.24
793,41,1,125.55,11.13,114.42
793,53,3,150.03,0.0,450.09
793,134,1,119.24,19.49,99.75
794,86,1,192.01,0.0,192.01
795,68,1,177.65,0.0,177.65
795,26,1,247.94,0.0,247.94
796,12,1,287.39,53.88,233.51
796,12,2,287.39,0.0,574.78
796,12,1,287.39,0.0,287.39
797,145,2,226.72,0.0,453.44
797,154,1,168.71,0.0,168.71
798,116,1,101.23,0.0,101.23
798,69,2,175.15,0.0,350.3
799,78,1,226.72,0.0,226.72
799,194,2,125.02,0.0,250.04
800,101,2,144.63,0.0,289.26
801,111,1,196.62,0.0,196.62
801,115,1,128.67,7.15,121.52
801,28,1,88.98,9.45,79.53
802,113,1,177.36,0.0,177.36
803,27,1,206.98,40.59,166.39
803,102,1,201.74,0.0,201.74
803,102,1,201.74,31.42,170.32
804,29,3,220.52,0.0,661.56
804,188,1,174.67,0.0,174.67
804,29,1,220.52,0.0,220.52
805,3,1,252.17,0.0,252.17
806,60,2,176.68,0.0,353.36
806,74,1,141.68,0.0,141.68
806,179,1,319.57,0.0,319.57
806,179,4,319.57,0.0,1278.28
807,34,1,160.34,0.0,160.34
808,59,1,177.46,0.0,177.46
808,160,1,155.91,0.0,155.91
809,31,1,242.14,0.0,242.14
810,48,1,251.66,0.0,251.66
811,161,2,249.34,0.0,498.68
811,161,1,249.34,0.0,249.34
811,170,1,224.35,0.0,224.35
811,37,1,272.65,0.0,272.65
812,185,1,224.62,0.0,224.62
812,156,2,237.59,0.0,475.18
812,178,3,176.42,0.0,529.26
812,129,1,279.43,0.0,279.43
812,156,1,237.59,0.0,237.59
813,5,1,251.64,0.0,251.64
814,109,1,200.86,0.0,200.86
